reflux,condenser,evaporator,boilup,steps
1.0,721.2234967212667,1336.6453988435123,6.088863158380159,13.0
2.0,1499.993297641338,2109.0376905981598,9.583087512115297,10.0
3.0,2349.4596052856,2855.2901528922125,12.985437807090808,9.0
4.0,2889.6327424780643,3380.1135323219996,15.353972103730596,9.0
5.0,3847.374101991172,3916.3487102191534,17.821071001151388,8.0
